path	bytes	sha256
environment/r-baseline-cellchat-cytosignal-freeze.txt	29672	fb01a330b14ca0b54a3665810a8ba4d1cde5c7361276741ff17f312d8a5c4b5d
environment/r-baseline-cellchat-cytosignal-sessionInfo.txt	777	914e693810420e1eef9bbb196587e81d8be49f7e15b0e3370973b345c248964a
environment/r-baseline-cellchat-cytosignal-smoke.txt	128	a60402dbeae933c2d69ba30a5599a5adae0ec83a9af470f009da84ac8d2a6cc6
environment/r-baseline-installed-packages.txt	3743	6ccb6999499be579c31a8191fd7c7ec461796255a3a28ee68b257c972ee6fb56
figures/task_e_case_studies/GSE292299_GSM8855712_MIF_CD74/gsm8855712_mif_cd74_case_study_panel.pdf	155968	96ae6bbb9b62e8e451d33e62eb31e645841a52536d0920d1dcdedb7f837f126a
figures/task_e_case_studies/GSE292299_GSM8855712_MIF_CD74/gsm8855712_mif_cd74_case_study_panel.png	973992	959b513990c6db0ae667a7f61b2b272c38114da1ce79324445e12f5aaf880fd2
figures/task_e_case_studies/GSE292299_GSM8855712_MIF_CD74/gsm8855712_mif_cd74_case_study_panel.svg	212138	3bc7859d0bfdc779aab9f669c24ce195ae5c36ba9b625423d2a3269450432584
figures/task_e_failure_cases/spatiallr_failure_cases.pdf	27823	d01b4e86b056ca58cee16d6cad95a5c11c73a1c62aecd7ce530be3d806ec54ec
figures/task_e_failure_cases/spatiallr_failure_cases.png	285553	fe705713b94693f2fdd6f94b23eb99020ae142db91bcbe13b7515559e497275c
figures/task_e_failure_cases/spatiallr_failure_cases.svg	46698	ceb20d581a89ecc31ce95797e1c7a13182664d82caf7db027050fbf9265d69c7
figures/task_e_global_results_overview/spatiallr_global_results_overview.pdf	33193	21d6b7fbe361e73c69e8a55caef6ef5374b94267ba97a4e2df26a0f3ee7e433f
figures/task_e_global_results_overview/spatiallr_global_results_overview.png	371770	41c04ed5b252bcf710f9db6319e05556303c230784cd2527471c71cd4dec17c0
figures/task_e_global_results_overview/spatiallr_global_results_overview.svg	68575	4623605e88e85c524368fa2c86af8344ded0e88c28c03a8cb75cd2e65af68291
figures/task_e_score_ablation/spatiallr_score_ablation.pdf	24304	e507ac0cfde68c34d4511973d40b14f505689413067ea156550955790148f6a0
figures/task_e_score_ablation/spatiallr_score_ablation.png	278352	5628c61b1290b6c94c108691238df9de0efb95cf6c05d8af0f4f0dfa61fe87ee
figures/task_e_score_ablation/spatiallr_score_ablation.svg	40224	768c2dea1454fbb7d9ea400f6bf40ca9c7ca00e99a0ebc93844c6d045c342184
figures/task_f_f5_full_benchmark/figure_f5_full_benchmark.pdf	32958	e36c3a93480b6b03942c6c4655becdb1331da551d33a7c334a2ad0030bce9771
figures/task_f_f5_full_benchmark/figure_f5_full_benchmark.png	205681	5ae15f67cd8ee8763d13c87e68ee7fe2649b18f31d353f4526c27ab41b5bf2be
figures/task_f_f5_full_benchmark/figure_f5_full_benchmark.svg	57626	0fad6f1e4f18d08fc5221cdbe026ddc233de2a6d18f00732071ef8569d912cb5
results/task_c_commot_baseline/commot_all_candidates.tsv	927214	ce6333bca5dc60765f195585ee2625a781c0331b53d28dea98bc5a812ef3be0e
results/task_c_commot_baseline/commot_all_failures.tsv	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
results/task_c_commot_baseline/commot_all_sample_summary.tsv	4921	e83e1fa3a808a3d6b5dd3de7301bc67f1a95c5fee5fe77d88d35d339e45c5e5f
results/task_c_commot_baseline/commot_all_summary.json	725	dfef201922a99dc2cef809211b7d4f8536c91f7400182f63ff0975a709ead990
results/task_c_commot_baseline/commot_pilot_candidates.tsv	21034	b6a3839070994da6d925c87ab6a7466bf915634eff447886355ad7735662cf8a
results/task_c_commot_baseline/commot_pilot_failures.tsv	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
results/task_c_commot_baseline/commot_pilot_sample_summary.tsv	364	2418a70408c4a12b38d9eaffd053f1df75192a5fc18527ee4c1d634534f40144
results/task_c_commot_baseline/commot_pilot_summary.json	693	6471b01754e55c8884b66a1773dee00d6f5c1eec441f2a5ca5d98518407fd1c8
results/task_c_four_method_full_benchmark/four_method_full_benchmark_summary.json	1790	27940f80fbc991361c999c6879152fb554afc97d43e71dc51f4c3d8cde381300
results/task_c_four_method_full_benchmark/four_method_lr_component_support.tsv.gz	2218482	b8a0783afe584951acf160436ee068209d7521d05de1a1f01ed3e4ba1e2347a4
results/task_c_four_method_full_benchmark/four_method_pathway_direction_support.tsv.gz	108370	1e30d1c79bc309ea856b206ec626491df952b6247170e34126d7ea9c59c1ded0
results/task_c_four_method_full_benchmark/four_method_support_by_dataset.tsv	229	a6432ab32ed52ddfb867fc71810dab1951ae429d847bfc27b1c486f0d8fa5385
results/task_c_four_method_full_benchmark/four_method_support_by_sample.tsv	2222	a1399368bc2e35ec0db778e1978c0ee92570bc7c24e670aa844449d2642aa5ff
results/task_c_liana_baseline/liana_cellphonedb_all_candidates.tsv	1107571	cd0dd59a8dd538ae5e9625bd49eb8e70591431538238358a4b6dce2b884d0adc
results/task_c_liana_baseline/liana_cellphonedb_all_failures.tsv	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
results/task_c_liana_baseline/liana_cellphonedb_all_sample_summary.tsv	3711	760f71d7edfb74897a182e5b3a01a90e9e76cf2fe91104709ba813fcde8213a6
results/task_c_liana_baseline/liana_cellphonedb_all_summary.json	819	35d18172bf20d59988614ae5cd0c936e438f79bf4784458748540b587a5c4dcb
results/task_c_liana_baseline/liana_cellphonedb_pilot_candidates.tsv	22713	1db52f2d7f893b715f641c7ea922a780bd594589e1b35f4d7fecc6e47a820d6c
results/task_c_liana_baseline/liana_cellphonedb_pilot_failures.tsv	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
results/task_c_liana_baseline/liana_cellphonedb_pilot_sample_summary.tsv	269	ceb48b02e16008748db53f56f6bc336036a77c2242c19fb970f3379f74f1b5cc
results/task_c_liana_baseline/liana_cellphonedb_pilot_summary.json	824	6e8a70c69f49fd797992988bfe7d873cf5173c26a85901f1c823c782584df0d3
results/task_c_method_consistency/method_consistency_by_dataset.tsv	248	3de8a2f46f126f439fe5b95876b73e186252965b2ae15d4dbd346ae1897210e3
results/task_c_method_consistency/method_consistency_by_pathway.tsv	585	9fa410c3662beb91f312ef2155d117ff8321b04f1b52b4890ec8583ad978628e
results/task_c_method_consistency/method_consistency_by_sample.tsv	2801	42830046aa377a9fefabb63f802f9bb847cc18a710f5e68c17712178d5d92bfd
results/task_c_method_consistency/method_consistency_pair_support.tsv	1165392	0e4b6df9a34c8269a9f52065210843e9aae7bd3b90bfdc1d44efe3dd90dd56dc
results/task_c_method_consistency/method_consistency_summary.json	840	723d7b65b9f2bc2bb7be4278e398159905bb93c247f3f0e1627dc68a521f9a47
results/task_c_method_consistency/tri_method_consistency_by_dataset.tsv	496	7b76e30f3ec7cd7d118bdb6c1ce22166dcb9831111dd8622c575c0652fd6f9d1
results/task_c_method_consistency/tri_method_consistency_by_pathway.tsv	1099	5c18eeda83a08661284857765a482cf53456b5af22a6e40c1c51b4ed6060d63e
results/task_c_method_consistency/tri_method_consistency_by_sample.tsv	4106	a75998f6c42f79edff94bb987a420d47975b1f1abbf49e9eb9172f96635fa2b7
results/task_c_method_consistency/tri_method_consistency_pair_support.tsv	1303076	50680a50273f6c561ac6d8c5f77c8afbc837e9f46358183faff7027efadc1750
results/task_c_method_consistency/tri_method_consistency_summary.json	1167	7e18819c2c0760cdaef3ae2f04a53e735bdd1d7138e3f2aec1e5004d89e5419d
results/task_c_pilot_baseline/stdlib_marker_lr_pilot_candidates.tsv	1004357	3a7e479965fbe8950e1f4d7574e1d3b67e968fcaf68b0883765f4d6a4fc42645
results/task_c_pilot_baseline/stdlib_marker_lr_pilot_sample_summary.tsv	3080	3c5cd1500d29ef1448b30c611e4d94c222be6c623332d72bbb9112cb263708ee
results/task_c_pilot_baseline/stdlib_marker_lr_pilot_summary.json	332	7944b5776fb37f6e8dde0453a89626fa61cf830a2af9bd4211f204da9fd5187f
results/task_d_null_models/stdlib_marker_lr_fake_pair_null.tsv	1562995	3e9b340e5989114daca8327d797ab2098d75e8f727aa5579b1c75ea11f233c3f
results/task_d_null_models/stdlib_marker_lr_fake_pair_null_summary.json	349	c47b76123c1c9b064e30dc5adcbe9c46485dbdf4262719ebbd1f3dc51baa8790
results/task_d_null_models/stdlib_marker_lr_label_null.tsv	1423182	83d0379595ce7863fa92112a1d706c564566c7d445780950429614e3d27d9c1d
results/task_d_null_models/stdlib_marker_lr_label_null_summary.json	348	286e4f33281fd9a77cfde85d838476f985de136ea753e60d8a6892241e46d1c8
results/task_d_null_models/stdlib_marker_lr_spatial_null.tsv	1306219	458ca52e7ab96792f90be51799c27e6135331ef870fbee433e2f9432fb5f03f4
results/task_d_null_models/stdlib_marker_lr_spatial_null_summary.json	349	cc9c1353e633714534f68e6f8cca6e3ed7b22521d4d9d93b5626330397e38099
results/task_e_case_studies/GSE292299_GSM8855712_MIF_CD74/gsm8855712_mif_cd74_case_summary.json	1605	d2752d1aa66f076907d7901987262895cc68054a1dbf5ea3cdc035f4b7642f49
results/task_e_case_studies/GSE292299_GSM8855712_MIF_CD74/gsm8855712_mif_cd74_compartment_summary.tsv	740	5640cc6a20cafe914e07700a96064f909862ad17a10298492b69de9d5e464900
results/task_e_case_studies/GSE292299_GSM8855712_MIF_CD74/gsm8855712_mif_cd74_evidence_summary.tsv	1144	a30f5e0b2039001133eb6738acde06289f724a59d4d06d28adfd095112b12357
results/task_e_case_studies/GSE292299_GSM8855712_MIF_CD74/gsm8855712_mif_cd74_spot_plot_data.tsv	751666	0cb3e396101b84f2fe84469b05326c4f59ba6803e3babfa9074306e422231d52
results/task_e_cellchat_v3_diagnostics/cellchat_support_by_dataset.tsv	611	c01e7cd5f68b4484701d25f54ab60edb2270c98d79d0a42bac9d3326ede3bafe
results/task_e_cellchat_v3_diagnostics/cellchat_support_by_null_gate.tsv	413	82f45ed1bb99f16d9a17c2dff7f43d4f0364a093cc6e59ea93a0e2ab68f8eb77
results/task_e_cellchat_v3_diagnostics/cellchat_support_by_pathway.tsv	1004	1fe06779da1130b62225b90ad158d668c8cec026546b9249c277ba545a248d9a
results/task_e_cellchat_v3_diagnostics/cellchat_support_by_v3_tier.tsv	481	a78cf9eff4b5d2943519b7ea21e90ea6f53397c15e64352bccf4585938fb3ef6
results/task_e_cellchat_v3_diagnostics/cellchat_v3_candidate_diagnostics.tsv.gz	310515	9ce695a085f901cf5ce1d3dc3cc9ca2410ec43e96575ac3abc33f3e2c4068e71
results/task_e_cellchat_v3_diagnostics/cellchat_v3_diagnostics_summary.json	1617	3b5c6c55e74c970937c8b3a3837846f0276efe1c4bc6a21520bdc68ce833dd43
results/task_e_cellchat_v4_sensitivity/cellchat_v4_sensitivity_candidates.tsv.gz	126841	ec6f73e4c1001660f328589442a883774487e241b312e296753e1076c0742105
results/task_e_cellchat_v4_sensitivity/cellchat_v4_sensitivity_scenarios.tsv	1772	09cc5091f321e6ae6d6adcc96a44f6249e60fdfaa586f830352665fae5a6d823
results/task_e_cellchat_v4_sensitivity/cellchat_v4_sensitivity_summary.json	1779	85e34c8a88c9662df37d12b27626b0887c5961036b1e862df36b6620a8dccf0f
results/task_e_cellchat_v4_sensitivity/cellchat_v4_sensitivity_transitions.tsv	2851	21cd05f55d5d6d8c386acf5adfe043d5bd7a2839e9d1de3bd22055c35e943ab5
results/task_e_failure_cases/failure_case_key_metrics.tsv	356	c935879c310fbddb0ae4193ead6a40603856f58058b2fc303ce5ba92dc20d50f
results/task_e_failure_cases/failure_case_null_pass_distribution.tsv	701	6fffe5dad8bdd2b6acfcdcbd83be557a0b19f66b721f273cc105d7afd59b84c6
results/task_e_failure_cases/failure_case_top_examples.tsv	4839	60f6239d109b016f25787001913dde9df7c8683512cf31eba75f59037e4b6826
results/task_e_failure_cases/failure_case_type_summary.tsv	712	1187a2cc13184b5b76c544a512cc98a81c20fca592bd1487d97594a67fb68634
results/task_e_failure_cases/high_v3_target_gap_examples.tsv	2935	c20e34ccb31a3f0dc21dc0ab0cde943c44d921d5146faac76b61274a12063fec
results/task_e_failure_cases/high_v3_target_gap_summary.tsv	401	ceaa336c3bdbcdabf1d06210b1a9a0c22a037aaa52e7f6e9e1b155bcfc48b2d0
results/task_e_global_results_overview/global_overview_attrition.tsv	314	1ed53cbf9f2e56db34d0aa7a4cce9bcf06a14e2662eadb6468e99f96e31b4fb6
results/task_e_global_results_overview/global_overview_dataset_samples.tsv	54	19b20fedece7a843e3e4af953d89f43b86389319714720754e56b77fcb568202
results/task_e_global_results_overview/global_overview_high_pathways.tsv	130	6147e93d3f8dbfbd477379f9c6b1057ab3da8285c93333d999d4decace0a4e3e
results/task_e_global_results_overview/global_overview_key_metrics.tsv	260	8a0f9978a5d5e6db150010dfddd791a7cb1ca9eeda1177cdc3402c1976ed31f4
results/task_e_global_results_overview/global_overview_method_candidate_counts.tsv	97	e22c2c754c179b091b16930f454f2af386b91d1d50bb90640c93027cadbc9f84
results/task_e_global_results_overview/global_overview_method_support.tsv	72	fff1284f16cac3270571b6a2a2e971c788d0ef65eeaa892803fd01037b4c81b8
results/task_e_global_results_overview/global_overview_null_pass.tsv	104	e186b98201f66fe9679055c15368f773bdcd67446fd1e4d3ea1b155637b66292
results/task_e_global_results_overview/global_overview_public_evidence.tsv	72	623398c1460915e07fd75d5dbb7bb1cd16b048154cece16ae280fa4eaf4c6729
results/task_e_global_results_overview/global_overview_target_gap_reasons.tsv	83	bb9c7243dfc0dde06b95d1ffff2fc3ebc3ff0fd9cc1a340d4ba7b61b02326a22
results/task_e_global_results_overview/global_overview_target_support.tsv	64	a1ab891f1234eba8363ead1d741e851e5672532fb9fe938051d482bc0520c3bc
results/task_e_global_results_overview/global_overview_v3_tiers.tsv	41	dad7825839306ffcbb7efe2d6e17b14cbfc4b9f64b7f89e31edfe2df13123448
results/task_e_high_v3_multi_evidence/high_v3_cellchat_target_discordant.tsv	19308	61a06291517d64eef399cf8fb3950f2a5a38fb09a685e253cc324ab1459d292d
results/task_e_high_v3_multi_evidence/high_v3_joint_cellchat_target_consensus.tsv	32011	27c96b014710c07050e526ee81fd3a2ad34bcd1daabab4804770d9bd8ca6a23d
results/task_e_high_v3_multi_evidence/high_v3_multi_evidence_by_dataset.tsv	461	ceea0e854b9cc9790f4665de4987d928c3be6eecc14045dc30eae41f62dda21c
results/task_e_high_v3_multi_evidence/high_v3_multi_evidence_by_pathway.tsv	653	b6e76de73e5c7d261e00774b8e8a94e9bd824497caea30b9cf36bd5559ffd7ee
results/task_e_high_v3_multi_evidence/high_v3_multi_evidence_categories.tsv	90	388f9393c9077cf213b38f05ffd37c6f917cc3179591b3971751987a82ebf35d
results/task_e_high_v3_multi_evidence/high_v3_multi_evidence_matrix.tsv	58202	5b7976b6906d6e05bb05c27f242dea75c456710459d5e71bd20e4880f873b8d1
results/task_e_high_v3_multi_evidence/high_v3_multi_evidence_summary.json	1624	19861770213f81b38ec5ec1e084cf241c07bfa08155d3aa7157013ba2d036a8f
results/task_e_score_ablation/score_ablation_candidate_ranks.tsv	1342568	9521650b5c980b4184267194278ca3e914f14693e401248112d6fb2dbfab6764
results/task_e_score_ablation/score_ablation_summary.json	1018	cd6ef2229d52da448ec8edddf44f2d9bf107ca4c4a449f705473fc3d02a41897
results/task_e_score_ablation/score_ablation_topn_candidates.tsv	348649	e2df1faf3d7e99791afc2c31340094ca36d47d7ecb0f88fe5845399790be37ac
results/task_e_score_ablation/score_ablation_topn_overlap.tsv	1223	f42c4b9e13640c5904f6da3276fdf6f078d8c12dd4b4ad7adc07ae49b2458598
results/task_e_score_ablation/score_component_by_tier.tsv	1420	833c8a5e2ddc7705f2260642841a8419a5d62302ddd3413d16d74671e8d84b7a
results/task_e_score_ablation/score_gate_sensitivity.tsv	471	8b4c75a277d79c62f82c94165083a23c1c7acfa73473131cbcbe9967fef3cea2
results/task_e_target_activation/public_evidence_sources.tsv	4421	f784cbaa1cdfdc49ae2695e7ed6f5f6fc05fced82c355520957ce576e78eaf15
results/task_e_target_activation/public_evidence_top15_candidates.tsv	9430	f6d96c529eaebf8f2d191ffe873af743954da40f492037f0672fbdb0f78df366
results/task_e_target_activation/public_evidence_top15_summary.json	926	b74bc7f5640b49ce5830bb7c8149cf3289b53888c6cbfe89a23a3c04e0e64a89
results/task_e_target_activation/public_evidence_top40_candidates.tsv	25214	64ffe42e426144e8ccecbc764dbed67b0d9ff42bc734e22558f6d686f7768094
results/task_e_target_activation/public_evidence_top40_sources.tsv	6802	5e3272b58ff5cb840b3a094de2a6ee586edcb306b6688ce17d31106d082f5e9d
results/task_e_target_activation/public_evidence_top40_summary.json	1275	6aa07bdac9713320034c779821ded0494de0769b210eb1ee7753b241d2c7c06b
results/task_e_target_activation/same_cancer_case_study_axis_summary.tsv	261	7fdff6b899db78b8c014504bde82b57cf775b7dde4c7621baf88f0b42b2b71e5
results/task_e_target_activation/same_cancer_case_study_shortlist.tsv	5683	c35def9f960570c0cb43a64892c07c65f36e69271f01e7a156e331b0017a53f5
results/task_e_target_activation/same_cancer_case_study_summary.json	869	5f4e27d1e77a15992ef6d196a9c7c9b54877e27117ccece27f8a0f1a180ca58b
results/task_e_target_activation/same_cancer_case_study_top3.tsv	2602	de960912e46a1bfd52a83d4416370cf3bd706c69f8a785de26ba076a92758639
results/task_e_target_activation/same_cancer_original_paper_evidence_audit.tsv	11962	9d984d73e09b0532ef52c55967a7d458c7817da64b9123ce8585fe87df66ce42
results/task_e_target_activation/same_cancer_original_paper_evidence_sources.tsv	1347	80ce0e0ba2dc09378ef164de0085ccacd5a861836f857fae8bffa887315ea108
results/task_e_target_activation/same_cancer_original_paper_evidence_summary.json	1058	f82ed7a83c86ea24ca6fc10ca5286954b0a1e52283a2be80e18e8c08f4df0fef
results/task_e_target_activation/target_activation_all_activity_by_receiver.tsv	295025	9e44a42cf825a5f1a7bab375f68ba2b5364438ac898999083de30e7225697e42
results/task_e_target_activation/target_activation_all_failures.tsv	24	a5fdf1a8d3bb438766944a7e042a4c38c164cc9b8d9c15c50a7bae2e5a792983
results/task_e_target_activation/target_activation_all_score_v3_with_target.tsv	3303408	b73f800e7e785957adac47e26461988703428b0141d3e98d2642a737b55a0c15
results/task_e_target_activation/target_activation_all_summary.json	794	8897113cafb8276be4b51bef77e3d7288d43873858eb70f66fb65fc538056c15
results/task_e_target_activation/target_activation_high_v3_gap_candidates.tsv	25559	e69cdea1620553c31a9127f79905979a816d488afb6930cda328d9ac7e3b1065
results/task_e_target_activation/target_activation_high_v3_gap_reason_summary.tsv	184	5621355187a7dba66dee27b7c851e15a1aa76b065c426db4f0ac1f770f664992
results/task_e_target_activation/target_activation_high_v3_gap_summary.json	1123	ebc68fe92f47f6589c9673c69cf2c72d28a8bc5b143271ddb431d0a8ed8da77b
results/task_e_target_activation/target_activation_high_v3_support_by_dataset.tsv	218	1cf146bbdb8fa6e67f8489186f5e949b4ddff813b29145ba5492b2f85261f76b
results/task_e_target_activation/target_activation_high_v3_support_by_pathway.tsv	294	795c8bddbb35430c7642016e631b3d1ddf680a6c61551b009fff534b99354ccf
results/task_e_target_activation/target_activation_smoke_activity_by_receiver.tsv	8881	5856304eb5253926dc5cc670360d0346bc464d5a7fac392318ca1faef0b44f1d
results/task_e_target_activation/target_activation_smoke_failures.tsv	24	a5fdf1a8d3bb438766944a7e042a4c38c164cc9b8d9c15c50a7bae2e5a792983
results/task_e_target_activation/target_activation_smoke_score_v3_with_target.tsv	47834	0e0f9b63b8b4ea782d90f2df5e52400b3f8a6d73ea6c09bc259e4ddfa3611df8
results/task_e_target_activation/target_activation_smoke_summary.json	793	4b19d46b11c134c4368382884bd96abceeab4b86fe2f69605a5d219b8b243f65
results/task_e_target_activation/target_activation_supported_high_v3_shortlist_by_dataset.tsv	159	0afa3465ccf922357ef66700999a4bdf6a8dfb7ef5149c786e43d5bbf8242d3e
results/task_e_target_activation/target_activation_supported_high_v3_shortlist_by_pathway.tsv	189	5d7f648373bf1a541cde10751348714850d154443cfc0d85a2a01ecdc00dd6b0
results/task_e_target_activation/target_activation_supported_high_v3_shortlist_summary.json	1060	042e15bf6c376e06f382a474a30511d6dbe6ec7c6884894e987258865420d7aa
results/task_e_target_activation/target_activation_supported_high_v3_top40.tsv	20488	f655ad5ec670cfafb63140ac45af74eef326cf683333c77baf5cff157c173df6
results/task_e_target_activation/target_activation_supported_high_v3_validation_shortlist.tsv	68208	1b6eef6062fc9120cfea0a2ee7d3c1d4bda1d81e663397831c31cd66ff654bd9
results/task_f_cross_platform/f5_semisim_full_score/biological_recurrence.tsv	8323	cd98d2593fb663ff6d1847463be9751587c1e8abf7c60d4a40992ddb4d7ad1e6
results/task_f_cross_platform/f5_semisim_full_score/build_summary.json	680	c1a5854a6d329183806ec694e28f76bdae27d7138d24fdf347f4a0b53935efe1
results/task_f_cross_platform/f5_semisim_full_score/condition_selection_rates.tsv	6738	f70de97c424ad450b7628647e3ac0d3950f9fdcd0fe8fbf7bb07e9f8fa4e7b44
results/task_f_cross_platform/f5_semisim_full_score/empirical_fdp.tsv	373	fc11c7a8dab748d215457b6d341817fec345a9d11c0b44071e5690c2e38a8458
results/task_f_cross_platform/f5_semisim_full_score/fixed_fake_out_of_scope_summary.tsv	141	85a44bce1570f5f45489c0e1dacb2335a4987e518dcfa68ff24b403687f3ac91
results/task_f_cross_platform/f5_semisim_full_score/hard_negative_false_positive_rates.tsv	1395	6d97e2db4226e4e07343f7854d84c5f9a133292b3a5d769c9aaad3ad4dec71b9
results/task_f_cross_platform/f5_semisim_full_score/metric_by_sample.tsv	4293	0ff93cb296405ffebe7be4b14623661da3f06c4dfc3d75c5b44bb253227c1637
results/task_f_cross_platform/f5_semisim_full_score/metric_summary.tsv	1529	ecbf07b728337c57251d67b03f6e96f01539f6e9f8bc80c87e26ff0a93e0027b
results/task_f_cross_platform/f5_semisim_full_score/perturbation_monotonicity.tsv	85758	efe0be6efa6f6473123e6cb4ed757bc8480a8e3109b11c4bbb1c48343e600737
results/task_f_cross_platform/f5_semisim_full_score/perturbation_monotonicity_summary.tsv	1343	d3393f44912bcc6e8d40e165e23729085d4d3d968bdaf0598913ddf85c40f55b
results/task_f_cross_platform/f5_semisim_full_score/section_bootstrap_metrics.tsv	2289	491da700612a6145a6b5c061f0693aee9af2c949e6a15faa64cf42aaef2999c5
results/task_f_cross_platform/f5_semisim_full_score/technical_replicate_rank_stability.tsv	5631	3299662d0a7ebcd62621d17acf5041523d1dc10d6be510cdd1bbf3873f1303ae
